กฟฟ.,ทะเบียน,จว.,รหัส,ยี่ห้อ,ลักษณะ/พิกัด,เลขเครื่อง,รุ่น/เลขชัชซี่,วันจดทะเบียน,อายุ,ประกันภัย,เชื้อเพลิง
กฟจ.ชพ,80-2306 ,ชพ.  ,ต.1-04-0866,HINO                ,บรรทุกเฉพาะกิจ(บริการ)                            ,HO7C-D17665,KR320-13082 /KR320,2/4/2522,38,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-4303 ,ชพ.  ,ต.1-04-3124,ISUZU               ,บรรทุก 6 ตัน                                      ,6BG1-776580,FTR11HY-K3602258 /FTR11HY,16/5/2538,22,ป.3,ดีเชล
กฟจ.ชพ,80-4354 ,ชพ.  ,ต.1-06-0087,NISSAN              ,หัวลาก                                            ,ND6-042023,UG780-34541 / UG780-34541,14/6/2538,22,ป.3,ดีเชล
กฟจ.ชพ,80-4438 ,ชพ.  ,ต.1-07-0249,ISUZU               ,โพลเทรลเลอร์                                      ,,TP-0862-84,31/7/2538,22,,ดีเชล
กฟจ.ชพ,80-4587 ,ชพ.  ,ต.1-09-0209,MITSUBISHI          ,ขุดเจาะ                                           ,6D14-TD0414,FK455F-TD0414,8/11/2538,22,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-5230 ,ชพ.  ,ต.1-04-2476,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-081251,UG780-36825 / UG780,29/7/2530,30,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-5231 ,ชพ.  ,ต.1-04-2074,ISUZU               ,บรรทุก 6 ตัน                                      ,6BD1-375394,TXD55-1698919,28/3/2527,33,,ดีเชล
กฟจ.ชพ,80-5772 ,ชพ.  ,ต.1-09-0336,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,6HH1-254386,FTR33HT-3000766 / FTR33HT,17/10/2540,20,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-6742 ,ชพ.  ,ต.1-04-4668,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4HF1-513512,NPR66LX5T-7107665 / NPR66LX5T,19/10/2543,17,ป.3,ดีเชล
กฟจ.ชพ,80-7072 ,ชพ.  ,ต.1-09-0379,LOCATELLI           ,บรรทุกเฉพาะกิจ(บริการ)                            ,880818,ZA992250201D04083 / GRIL9925,28/3/2546,14,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-7299 ,ชพ.  ,ต.1-07-0348,ALLARD              ,บรรทุกของเหลว                                     ,,4HAFB1M06PD-000005 / 4HAFB1M06PD,15/12/2536,24,,ดีเชล
กฟจ.ชพ,80-7345 ,ชพ.  ,ต.1-06-0156,ISUZU               ,กระเช้าฮอทไลน์ 22 - 115 Kv                        ,6HH1-254484,FTR33HT-3000775 / FTR33HT,24/3/2541,19,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-7520 ,ชพ.  ,ต.1-09-0434,MITSUBISHI          ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4D34-MA0255,MMTFE659RXC000355 / FE659F7SRDH3,25/6/2547,13,ป.3/บ.1,ดีเชล
กฟจ.ชพ,80-8876 ,ชพ.  ,ต.1-04-5284,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10580,MNKAHO4H704000418 /XZU303R-HBMLAT3,15/8/2551,9,ป.3,ดีเชล
กฟจ.ชพ,80-9063 ,ชพ.  ,ต.1-04-3721,MITSUBISHI          ,กระบะบรรทุก 6 ตันติดบูมสามขา                      ,6D14-TC0685,FK455H-TC0685 /FK455H,17/5/2538,22,ป.3,ดีเชล
กฟจ.ชพ,80-9349 ,ชพ.  ,ต.1-04-5471,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10748,MNKAH04H204000567 /XZU303R-HBMLAT3,9/12/2552,8,ป.3,ดีเชล
กฟจ.ชพ,80-9984 ,ชพ.  ,ต.1-04-5768,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12907,MNKAH04H504001230 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟจ.ชพ,ก-4102  ,ชพ.  ,ต.1-01-1011,MITSUBISHI          ,เก๋งสองตอน                                        ,4G13NKTAC652,CB1ASNE-02650 / LANCER/1996,11/9/2539,21,ป.3,เบนชิล
กฟจ.ชพ,กข-1213 ,ชพ.  ,ต.1-01-1089,MITSUBISHI          ,นั่งสองตอนท้ายบรรทุก                              ,4D56TNAA4890,MMTONK64FWA-001428 /K64TENMRU,4/3/2542,18,ป.3,ดีเชล
กฟจ.ชพ,กข-8820 ,ชพ.  ,ต.1-01-1554,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT462191,MNBBSFD304W379454 /FORD RANGER,8/6/2547,13,,ดีเชล
กฟจ.ชพ,กค-430  ,ชพ.  ,ต.1-01-2008,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-772672,MNBBSFD207W636870 /FORD RANGER 2007,29/5/2550,10,ป.3,ดีเชล
กฟจ.ชพ,กทว-861 ,ชพ.  ,ต.1-20-3257,SUZUKI              ,จักรยานยนต์                                       ,E104-TH264774,BE11B-TH264774 / RC100,6/3/2541,19,,เบนชิล
กฟจ.ชพ,ฉ-8473  ,ชพ.  ,ต.1-20-2199,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896263,BE11B-TH896263 / RC100J,28/9/2536,24,,เบนชิล
กฟจ.ชพ,ฉ-8480  ,ชพ.  ,ต.1-20-2193,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896251,BE11B-TH896251 / RC100J,28/9/2536,24,,เบนชิล
กฟจ.ชพ,นก-1804 ,ชพ.  ,ต.1-01-0896,TOYOTA              ,ตู้นั่ง 4 ตอน                                     ,1RZ-0925092,RZH112-0035202 /RZ112R-RBMRS,4/6/2539,21,ป.3,เบนชิล อื่น ๆ
กฟจ.ชพ,บค-5503 ,ชพ.  ,ต.1-03-0690,MITSUBISHI          ,กระบะบรรทุก 1 ตัน                                 ,4D56T AG3433,K14XDL-63427 / K14XDL,25/6/2536,24,,ดีเชล
กฟจ.ชพ,บจ-7450 ,ชพ.  ,ต.1-03-0428,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,J16-213784J,G720-A54673 / J16,15/11/2526,34,ป.3,เบนชิล
กฟจ.ชพ,บต-1014 ,ชพ.  ,ต.1-03-1186,MAZDA               ,กระบะบรรทุก 1 ตัน                                 ,WLAT-406741,MM8UNDD4200328177 / UM68RAA,25/9/2546,14,ป.3,ดีเชล
กฟจ.ชพ,บม4935  ,ชพ.  ,ต.1-04-4470,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,14B1582764,BU101-9501468 /BU101,4/12/2541,19,ป.3,ดีเชล
กฟจ.ชพ,บม5792  ,ชพ.  ,ต.1-04-5727,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-951310,MP1NLR85E9T103611 /NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟจ.ชพ,บม5796  ,ชพ.  ,ต.1-04-5728,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-951312,MP1NLR85E9T103612 /NLR85E1GAH,10/1/2554,6,ป.3,ดีเชล
กฟจ.ชพ,บม6773  ,ชพ.  ,ต.1-04-2650,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JBI-586203,NKR55EU1M-7105478 /NKR55EU1,27/5/2535,25,ป.3,ดีเชล
,,,,,,,,,,,
กฟอ.หลังสวน,80-2309 ,ชพ.  ,ต.1-04-1559,ISUZU               ,กระบะบรรทุก 6 ตันติดบูมสามขา                      ,6BD1-354902,1XD58-1696176,28/2/2526,34,,ดีเชล
กฟอ.หลังสวน,80-4751 ,ชพ.  ,ต.1-04-3746,HINO                ,บรรทุก 6 ตัน                                      ,W06E-E24856,FF3WJKA-10419 /FF3WJKA,13/6/2538,22,ป.3/บ.1,ดีเชล
กฟอ.หลังสวน,80-5284 ,สส.  ,ต.1-04-1048,NISSAN              ,บรรทุกเฉพาะกิจ(บริการ)                            ,PD6-057336,TF20G-00908 / TF20G,22/1/2523,37,,ดีเชล
กฟอ.หลังสวน,80-5773 ,ชพ.  ,ต.1-09-0066,ISUZU               ,ขุดเจาะ                                           ,6BG1-781225,3387840,11/11/2524,36,,ดีเชล
กฟอ.หลังสวน,80-7965 ,ชพ.  ,ต.1-04-2917,ISUZU               ,บรรทุก 6 ตัน                                      ,6BD1-600212,FTR11HK-3601855 /FTR11HK,1/6/2536,24,ป.3/บ.1,ดีเชล
กฟอ.หลังสวน,80-8148 ,ชพ.  ,ต.1-09-0585,INTER               ,กระเช้าแก้ไฟ                                      ,469HM2U1185938,YH268120,27/4/2549,11,ป.3/บ.1,ดีเชล
กฟอ.หลังสวน,80-8245 ,ชพ.  ,ต.1-04-2803,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,1279557,BU61-8004732 / BU61,17/12/2535,25,ป.3,ดีเชล
กฟอ.หลังสวน,80-8879 ,ชพ.  ,ต.1-04-5285,HINO                ,กระบะบรรทุก 2 ตัน                                 ,N04C-TR10581,MNKAH04H904000419 /XZU303R-HBMLAT3,15/8/2551,9,ป.3,ดีเชล
กฟอ.หลังสวน,80-9980 ,ชพ.  ,ต.1-04-5770,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12910,MNKAH04H204001232 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟอ.หลังสวน,81-2150 ,ชพ.  ,ต.1-04-6583,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,MP1NMR85EFT101877,4JJ1-NT6782 / NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟอ.หลังสวน,กก-3531 ,ชพ.  ,ต.1-01-0825,NISSAN              ,เก๋งสองตอน                                        ,TD25-598131,FGD21-E40633 /FGD21SFX% DXA,12/1/2539,21,ป.3,ดีเชล
กฟอ.หลังสวน,กข-5687 ,ชพ.  ,ต.1-01-1325,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT438858,MNBBSFD303W366342 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟอ.หลังสวน,กข-5856 ,ชพ.  ,ต.1-01-0391,TOYOTA              ,เก๋งสองตอน                                        ,4A-0921509,AT151-9009460 /CORONA,17/9/2530,30,ป.3,เบนชิล
กฟอ.หลังสวน,กจ-3613 ,ชพ.  ,ต.1-01-2231,MITSUBISHI          ,นั่งสองตอนท้ายบรรทุก                              ,4D56UCEG3740,MMTJNKA40DD029313 / KA4TNJNUZRU,8/7/2556,4,,ดีเชล
กฟอ.หลังสวน,กธต-119 ,ชพ.  ,ต.1-20-3369,HONDA               ,จักรยานยนต์                                       ,C100SE-1082146,C100S-1082146 /DREAM XZ,19/3/2542,18,,เบนชิล
กฟอ.หลังสวน,กพค-933 ,ชพ.  ,ต.1-20-3415,HONDA               ,จักรยานยนต์                                       ,NCB150E-0002651,NCB150-0002651 /CBR150R,23/4/2546,14,,เบนชิล
กฟอ.หลังสวน,ง-5408  ,ชพ.  ,ต.1-01-1619,SUZUKI              ,จักรยานยนต์                                       ,E105-162125,BE11C-TH237071,9/11/2530,30,,เบนชิล
กฟอ.หลังสวน,บฉ-2624 ,ชพ.  ,ต.1-03-0291,TOYOTA              ,กระบะบรรทุก 1 ตัน                                 ,12R-2689446,RN40-131144 /HILUX,28/6/2526,34,,เบนชิล
กฟอ.หลังสวน,บธ-3104 ,ชพ.  ,ต.1-03-1107,ISUZU               ,กระบะบรรทุก 1 ตัน                                 ,4JB1AD5652,TFS55HPYY7104291 /TFS55HPY1,21/6/2543,17,ป.3,ดีเชล
กฟอ.หลังสวน,บน-2879 ,ชพ.  ,ต.1-03-0531,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,J16-265540J,G720G-36132,2/1/2528,32,,ดีเชล
กฟอ.หลังสวน,บพ-9935 ,ชพ.  ,ต.1-03-1035,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-T05016,FGD21-F27112 / FGD21SFX%DXA,25/9/2539,21,,เบนชิล
กฟอ.หลังสวน,บม.-5822,ชพ.  ,ต.1-04-1310,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,11B-1322135,BU20-075390,27/3/2524,36,ป.3,ดีเชล
กฟอ.หลังสวน,บม.-5826,ชพ.  ,ต.1-04-3330,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-844005,NKR55EU1M-7134848,26/1/2538,22,ป.3,ดีเชล
กฟอ.หลังสวน,บม-5218 ,ชพ.  ,ต.1-04-5217,HINO                ,กระบะบรรทุก 2 ตัน                                 ,W04D-TL10729,MNKAM04H804000617 /WU301R-HBMLX3,18/12/2549,11,ป.3,ดีเชล
กฟอ.หลังสวน,บม-5222 ,ชพ.  ,ต.1-04-4797,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-868368,NKR55E12Y-7103824,17/7/2545,15,ป.3,ดีเชล
กฟอ.หลังสวน,บม-5223 ,ชพ.  ,ต.1-04-4014,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-246880,NKR55EX1T-7100957 /NKR55EX1,25/3/2540,20,ป.3,ดีเชล
กฟอ.หลังสวน,บย 2291 ,ชพ.  ,ต.1-03-1310,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,YD25 640581T,MNTAC2D23Z0003186 /ALV2RDYD23FHL---C-,13/10/2559,1,,ดีเชล
กฟอ.หลังสวน,บย 2292 ,ชพ.  ,ต.1-03-1312,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,YD25 640581T,MNTAC2D23Z0003163 /AVL2RDYD23FHL---C-,13/10/2559,1,,ดีเชล
กฟอ.หลังสวน,บย 2293 ,ชพ.  ,ต.1-03-1311,NISSAN              ,กระบะบรรทุก 1 ตัน 2 ประตู                         ,YD25 640112T,MNTAC2D23Z0003019 /AVL2RDYD23FHL---C-,13/10/2559,1,,ดีเชล
,,,,,,,,,,,
กฟส.ท่าแซะ,80-4285 ,ชพ.  ,ต.1-04-3151,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,4JB1-780942,NKR55EU1-M-7127921,6/11/2536,24,ป.3,ดีเชล
กฟส.ท่าแซะ,80-5232 ,ชพ.  ,ต.1-04-2254,HINO                ,บรรทุก 6 ตัน                                      ,EH100-98017,KR320-17232,24/4/2527,33,ป.3/บ.1,ดีเชล
กฟส.ท่าแซะ,80-7400 ,ชพ.  ,ต.1-04-5053,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-961569,NKR55F12Y-7105258 / NKR55E12,23/12/2546,14,ป.3,ดีเชล
กฟส.ท่าแซะ,80-8147 ,ชพ.  ,ต.1-09-0583,INTER               ,กระเช้าแก้ไฟ                                      ,470HM2U1225989,1H301757 /48004X4,27/4/2549,11,ป.3/บ.1,ดีเชล
กฟส.ท่าแซะ,80-8875 ,ชพ.  ,ต.1-04-5283,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10577,MNKAH04H304000416 / XZU303R-HBMLAT3,15/8/2551,9,ป.3,ดีเชล
กฟส.ท่าแซะ,80-9348 ,ชพ.  ,ต.1-04-5472,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10749,MNKAH04H404000568 /XZU303R-HBMLAT3,9/12/2552,8,ป.3,ดีเชล
กฟส.ท่าแซะ,80-9982 ,ชพ.  ,ต.1-04-5771,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12911,MNKAH04H004001233 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟส.ท่าแซะ,กข-5688 ,ชพ.  ,ต.1-01-1324,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT433726,MNBBSFD303W363247 /RANGER,21/2/2547,13,ป.3,ดีเชล
กฟส.ท่าแซะ,กข-7964 ,ชพ.  ,ต.1-04-0727,MITSUBISHI          ,เก๋งสองตอน                                        ,4G91-DB6356,CB4ASNA02017 / LANCER,24/7/2538,22,ป.3,เบนชิล
กฟส.ท่าแซะ,กข-8821 ,ชพ.  ,ต.1-01-1157,ISUZU               ,นั่งสองตอนท้ายบรรทุก                              ,MNBBSFD303W342152,WLAT399433 / RANGER,3/9/2546,14,ป.3,ดีเชล
กฟส.ท่าแซะ,กจ3614  ,ชพ.  ,ต.1-01-2207,CHEVROLET           ,นั่งสองตอนท้ายบรรทุก                              ,A9JG130311266,MMM148FH0DH674865 / COLORADO,22/3/2556,4,,ดีเชล
กฟส.ท่าแซะ,กพค-934 ,กทม. ,ต.1-20-3416,HONDA               ,จักรยานยนต์                                       ,NCB150E-0004461,NCB150-0004461 /CBR150R,25/4/2546,14,,เบนชิล อื่น ๆ
กฟส.ท่าแซะ,ฉ-5892  ,ชพ.  ,ต.1-20-1634,SUZUKI              ,จักรยานยนต์                                       ,E104-TH855010,BE11B-TH1855010,11/9/2535,25,,เบนชิล
กฟส.ท่าแซะ,บง-5537 ,ชพ.  ,ต.1-03-1043,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,TD27-008375,FGD21-F27099 / FGD21SFX% DXA,25/9/2539,21,ป.3,ดีเชล
กฟส.ท่าแซะ,บง-5538 ,ชพ.  ,ต.1-03-1049,NISSAN              ,กระบะบรรทุก 1 ตัน                                 ,Z20-T05014,FGD21-F27110 /FGD21FX% DXA,25/9/2539,21,ป.3,เบนชิล
กฟส.ท่าแซะ,บม3753  ,ชพ.  ,ต.1-04-5114,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-113802,NKR55E12A3-7104599,9/4/2547,13,,ดีเชล
กฟส.ท่าแซะ,บม4933  ,ชพ.  ,ต.1-04-3023,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,783708,NKR55EU1 M-7128507 /NKR55EU1,20/10/2536,24,,ดีเชล
กฟส.ท่าแซะ,บม4934  ,ชพ.  ,ต.1-04-2371,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,665481,BU20-112962 / BU20,13/7/2559,1,ป.3,ดีเชล
กฟส.ท่าแซะ,บม5793  ,ชพ.  ,ต.1-04-2290,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,11B0896527,BU20-112889,7/12/2527,33,ป.3,ดีเชล
กฟส.ท่าแซะ,บม5794  ,ชพ.  ,ต.1-04-2007,ISUZU               ,กระบะบรรทุก 1 ตัน                                 ,4JB1-632814,309859,24/1/2527,33,,ดีเชล
กฟส.ท่าแซะ,บม6774  ,ชพ.  ,ต.1-04-2254,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-317078,NKR55EX1T-7101939,20/3/2540,20,ป.3,ดีเชล
กฟส.ท่าแซะ,บม7594  ,ชพ.  ,ต.1-04-2007,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,624856,309858,13/7/2559,1,ป.3,ดีเชล
,,,,,,,,,,,
กฟย.ดอนยาง,กจ-1704 ,ชพ.  ,ต.1-01-2000,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT-770622,MNBBSFD207W635995 / FORD RANGER,29/5/2550,10,,ดีเชล
กฟย.ดอนยาง,กจ-3613 ,ชพ.  ,ต.1-01-2207,CHEVROLET           ,นั่งสองตอนท้ายบรรทุก                              ,A9JG130311266,MMM148FH0DH674865 /COLORADO,22/3/2556,4,,ดีเชล
,,,,,,,,,,,
กฟส.ปากน้ำชุมพร,80-2358 ,ชพ.  ,ต.1-04-2450,NISSAN              ,บรรทุก 6 ตัน                                      ,ND6-042535,UG780-34967 /UG780,11/6/2528,32,ป.3/บ.1,ดีเชล
กฟส.ปากน้ำชุมพร,80-4134 ,ชพ.  ,ต.1-04-3329,ISUZU               ,บรรทุกเฉพาะกิจ(บริการ)                            ,4JB1-844008,NKR55EU1-M7134841 / NKR55EU1,30/1/2538,22,ป.3,ดีเชล
กฟส.ปากน้ำชุมพร,80-9981 ,ชพ.  ,ต.1-04-5767,HINO                ,เก๋งสองตอน                                        ,N04C-TR12901,MNKAH04H904001229 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟส.ปากน้ำชุมพร,กข-5961 ,ชพ.  ,ต.1-01-1456,FORD                ,เก๋งสองตอน                                        ,WLAT446533,MNBBSFD304W370505 / RANGER,23/4/2547,13,ป.3,ดีเชล
กฟส.ปากน้ำชุมพร,กทว-860 ,ชพ.  ,ต.1-20-3253,SUZUKI              ,จักรยานยนต์                                       ,E104-TH264770,BE11B-TH264770 / RC100,6/3/2541,19,,เบนชิล
กฟส.ปากน้ำชุมพร,บค-5709 ,ชพ.  ,ต.1-03-0696,MITSUBISHI          ,จักรยานยนต์                                       ,4D56T-AG3408,K14XDL-63402,25/6/2536,24,ป.3,ดีเชล
กฟส.ปากน้ำชุมพร,บม6772  ,ชพ.  ,ต.1-04-2696,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-602191,NKR55EU1M-7108061,9/5/2538,22,ป.3,ดีเชล
,,,,,,,,,,,
กฟส.สวี,51-7233 ,กทม. ,ต.1-04-6578,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JJ1-NU5489,MP1NMR85EFT101936 / NMR85EXXXS,2/2/2559,1,,ดีเชล
กฟส.สวี,80-7402 ,ชพ.  ,ต.1-04-5054,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-961571,NKR55E12Y-7105259,23/12/2546,14,ป.3,ดีเชล
กฟส.สวี,80-9983 ,ชพ.  ,ต.1-04-5769,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR12908,MNKAH04H304001231 / XZU303R-HBMLAT3,14/2/2554,6,,ดีเชล
กฟส.สวี,81-1320 ,ชพ.  ,ต.1-04-6159,ISUZU               ,เครนพับ                                           ,6HK1-638213,MP1FTR34LAT001657 / FTR34LZL,21/10/2556,4,,ดีเชล
กฟส.สวี,กข-5986 ,ชพ.  ,ต.1-01-1460,FORD                ,นั่งสองตอนท้ายบรรทุก                              ,WLAT443242,MNBBSFD304W368596 / RANGER,23/4/2547,13,ป.3,ดีเชล
กฟส.สวี,กจ-3615 ,ชพ.  ,ต.1-01-2205,CHEVROLET           ,นั่งสองตอนท้ายบรรทุก                              ,A9JG130361059,MMM148FH0DH676165 / COLORADO,22/3/2556,4,,ดีเชล
กฟส.สวี,กทต-120 ,ชพ.  ,ต.1-20-3368,HONDA               ,จักรยานยนต์                                       ,C100SE-1082122,C100S-1082122 /DREAM XZ,19/3/2542,18,,เบนชิล
กฟส.สวี,กพค-935 ,ชพ.  ,ต.1-20-3414,HONDA               ,จักรยานยนต์                                       ,NCB150E-0003058,NCB150-0003058 /CBR150R,23/4/2546,14,,เบนชิล
กฟส.สวี,ง-6627  ,ชพ.  ,ต.1-20-1625,SUZUKI              ,จักรยานยนต์                                       ,E104-TH727994,BE11B-TH737994,11/9/2532,28,,เบนชิล
กฟส.สวี,ฉ-8479  ,ชพ.  ,ต.1-20-2196,SUZUKI              ,จักรยานยนต์                                       ,E104-TH896266,BE11B-TH896266 / RC100J,28/9/2536,24,,เบนชิล
กฟส.สวี,บฉ-4615 ,ชพ.  ,ต.1-03-1167,FORD                ,กระบะบรรทุก 1 ตัน                                 ,WLAT-311705,MNBBSBD302W226768 /UL76RAC,8/7/2545,15,ป.3,ดีเชล
กฟส.สวี,บต-1663 ,ชพ.  ,ต.1-03-0450,DATSAN              ,กระบะบรรทุก 1 ตัน                                 ,TD23-054366,A720-C36034,26/11/2527,33,ป.3,ดีเชล
กฟส.สวี,บม-5219 ,ชพ.  ,ต.1-04-4013,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-246896,NKR55EX1T-7100960 /NKR55EX1,25/3/2540,20,ป.3,ดีเชล
กฟส.สวี,บม-5220 ,ชพ.  ,ต.1-04-4550,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-443810,NKR55EX1T-7103801 /NKR55EX1T,26/8/2542,18,,ดีเชล
,,,,,,,,,,,
กฟจ.รน,1กข6964 ,รน.  ,ต.1-20-2958,KAWAZAKI            ,จักรยานยนต์                                       ,GTO-M87757,GTO-M-87757 / KH125M4,20/7/2538,22,,เบนชิล 95
กฟจ.รน,80-0771 ,รน.  ,ต.1-04-2002,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ) 1 ตัน                       ,4JG2-789144,0311837 /TLD24Y,24/1/2527,33,ป.3,ดีเชล
กฟจ.รน,80-0821 ,รน.  ,ต.1-04-2451,NISSAN              ,เครนพับ                                           ,ND6-042471,UG780-34921 /UG780,17/9/2528,32,ป.3/บ.1,ดีเชล
กฟจ.รน,80-0823 ,รน.  ,ต.1-04-1674,TOYOTA              ,กระบะบรรทุก 2 ตัน                                 ,566134,BU20-107660 /BU20,9/9/2526,34,,ดีเชล
กฟจ.รน,80-1721 ,รน.  ,ต.1-04-2461,HINO                ,บรรทุก 4 ตัน/ฮอทไลน์                              ,B15105,FB112-10353 / FB112,7/5/2530,30,ป.3,ดีเชล
กฟจ.รน,80-2142 ,รน.  ,ต.1-04-3005,ISUZU               ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,4JB1-760565,NKR55EU1M-7125849 /NKR55EU1M,23/9/2536,24,ป.3,ดีเชล
กฟจ.รน,80-2205 ,รน.  ,ต.1-04-0430,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4 JB1-902224,NKR55EU1 M-7144932,24/8/2537,23,ป.3,ดีเชล
กฟจ.รน,80-2437 ,รน.  ,ต.1-04-4080,ISUZU               ,บรรทุก 6 ตัน                                      ,6HH1-243919,FTR33HT-3000689,23/5/2540,20,ป.3,ดีเชล
กฟจ.รน,80-2507 ,รน.  ,ต.1-09-0345,ISUZU               ,ขุดเจาะ                                           ,6HH1-253944,FTR33FT-3000737,12/12/2540,20,ป.3/บ.1,ดีเชล
กฟจ.รน,80-3028 ,รน.  ,ต.1-04-1054,NISSAN              ,เครนพับ                                           ,PE6-011992,TF20G-00929 /TF20G,23/1/2523,37,ป.3/บ.1,ดีเชล
กฟจ.รน,80-3051 ,รน.  ,ต.1-09-0019,NISSAN              ,บรรทุกเฉพาะกิจ(บริการ)                            ,PE6-14337,KM30M-01609 /KW30M,23/1/2522,38,ป.3/บ.1,ดีเชล
กฟจ.รน,80-3347 ,รน.  ,ต.1-04-5117,ISUZU               ,กระบะบรรทุก 2 ตัน                                 ,4JB1-114060,NKR55E12A3-7104602 /NKR55E12A,9/4/2547,13,ป.3,ดีเชล
กฟจ.รน,80-3348 ,รน.  ,ต.1-04-5145,ISUZU               ,บรรทุก 4 ตัน/ฮอทไลน์                              ,4HG1-061395,NPR71LY52A3-7102596 / NPR71LY52A,29/4/2547,13,,ดีเชล B5
กฟจ.รน,80-3542 ,รน.  ,ต.1-09-0528,MITSUBISHI          ,บรรทุกเฉพาะกิจ(บริการ)                            ,4D34-MA0299,MMTFE659RXC000399 / FE659F7SRDH3,21/4/2548,12,ป.3/บ.1,ดีเชล
กฟจ.รน,80-4250 ,รน.  ,ต.1-04-5474,HINO                ,บรรทุกเฉพาะกิจ(แก้ไฟ)                             ,N04C-TR10752,MNKAH04H404000571 / XZU303R-HBMLAT3,9/12/2552,8,ป.3,ดีเชล
กฟจ.รน,80-4565 ,รน.  ,ต.1-04-5224,MITSUBISHI          ,บรรทุกเฉพาะกิจ(มีเครื่องกำเนิด)                   ,6D16-RA0557,MMTFK457PYC000657 / FK457MSRGDH3,18/7/2550,10,ป.3/บ.1,ดีเชล
